country,year,iso_code,gdp,population,renewables_share_energy,fossil_share_energy,low_carbon_share_energy,coal_share_energy,oil_share_energy,carbon_intensity_elec,greenhouse_gas_emissions,electricity_demand_per_capita,renewables_elec_per_capita,solar_share_elec,wind_share_elec,nuclear_share_elec,energy_per_gdp,renewable_share_lag_1,renewable_share_lag_2,renewable_share_lag_3,renewable_share_lag_4,renewable_share_lag_5,renewable_ma_3,renewable_ma_5,renewable_trend_3,renewable_trend_5,fossil_cons_change_pct,paris_agreement,years_since_paris,policy_strength,renewable_tech_index,tech_growth_rate,energy_intensity,energy_per_capita,gdp_renewable_interaction,population_renewable_interaction,policy_economic_interaction,region,region_renewable_avg,renewable_growth
Algeria,2011,DZA,-0.24653570356731228,-0.24111528861634768,0.235,99.765,0.235,0.689,41.385,0.7147700894553783,-0.2615972320981567,-0.919310798746664,-0.45670400415595974,0.0,0.0,0.0,-0.8049435555238136,0.115,0.213,0.188,0.16,0.163,0.18766666666666668,0.1822,0.046999999999999986,0.07199999999999998,0.08458229252953281,0,0,0,0.0,0.01976284584980248,464675619078.144,12715.667867776385,113276732866.56,8587733.78,0.0,DZ,0.235,1.043478260869565
Algeria,2012,DZA,-0.24194250044806592,-0.238287717366127,0.225,99.775,0.225,0.669,40.261,0.7122118162633859,-0.25635383991169197,-0.8884446496532392,-0.45590357504388324,0.0,0.0,0.0,-0.7478985367060184,0.235,0.115,0.213,0.188,0.16,0.19166666666666668,0.19519999999999998,0.01200000000000001,0.065,0.13657354879395203,0,0,0,0.0,0.01976284584980248,507887566225.40796,13630.698443067426,112143967027.2,8383627.8,0.0,DZ,0.225,-0.04255319148936165
Algeria,2013,DZA,-0.23803125416839835,-0.23536928778335617,0.065,99.935,0.065,0.342,39.774,0.726215449958509,-0.2539618800740521,-0.8809130883294322,-0.4580564533453303,0.0,0.0,0.0,-0.7178202540566353,0.225,0.235,0.115,0.213,0.188,0.17500000000000002,0.17060000000000003,-0.05,-0.123,0.19662364012126518,0,0,0,0.0,0.01976284584980248,536967245463.552,14130.483461051012,33304266178.56,2470040.8200000003,0.0,DZ,0.065,-0.711111111111111
Algeria,2014,DZA,-0.23257450660165233,-0.23237403874233553,0.118,99.882,0.118,0.355,37.896,0.7305338841325133,-0.25011041931853034,-0.8635374661154278,-0.4586609694495828,0.0,0.0,0.0,-0.6628495995594873,0.065,0.225,0.235,0.115,0.213,0.136,0.1516,-0.11699999999999999,-0.095,0.11138591124547051,0,0,0,0.0,0.01976284584980248,585559709319.168,15107.254161518804,62757534695.423996,4573699.824,0.0,DZ,0.118,0.8153846153846152
Algeria,2015,DZA,-0.22705945226695556,-0.229286353967158,0.097,99.903,0.097,0.25,38.242,0.7323458145551722,-0.24613733348651837,-0.8445693805482086,-0.45890071934589777,0.087,0.029,0.0,-0.6431431385133397,0.118,0.065,0.225,0.235,0.115,0.09333333333333334,0.148,-0.128,-0.018000000000000002,0.1409678441144063,1,0,0,0.11599999999999999,inf,617704356577.28,15621.021284832457,53497609453.568,3835685.356,551521746944.0,DZ,0.097,-0.17796610169491522
Algeria,2016,DZA,-0.22211321264218675,-0.22614661493895694,0.146,99.854,0.146,0.092,37.207,0.7279540403402511,-0.24433998513394153,-0.841351486750151,-0.45812572645306915,0.127,0.042,0.0,-0.6804816962849876,0.097,0.118,0.065,0.225,0.235,0.12033333333333335,0.1302,0.08099999999999999,-0.089,0.11297842058105367,1,1,1,0.169,0.4568965517241381,616980708327.4241,15294.769122763375,83098877689.85599,5889541.887999999,569170395136.0,DZ,0.146,0.5051546391752575
Algeria,2017,DZA,-0.21987997802205958,-0.22300277466657828,0.247,99.753,0.247,0.339,36.152,0.7182515843389164,-0.2402452742254394,-0.822558279596138,-0.45619636216331083,0.749,0.013,0.0,-0.6835932427659582,0.146,0.097,0.118,0.065,0.225,0.16333333333333336,0.1346,0.129,0.021999999999999992,0.09216777254865231,1,2,2,0.762,3.50887573964497,623887027994.624,15166.246521089324,142553280217.088,10160727.356,577138786304.0,DZ,0.247,0.6917808219178083
Algeria,2018,DZA,-0.2179389843799964,-0.2198855924813541,0.288,99.712,0.288,0.868,34.017,0.713419769878492,-0.23981282950902996,-0.8255013020805546,-0.4553721204204491,0.847,0.013,0.0,-0.6161764023449277,0.247,0.146,0.097,0.118,0.065,0.227,0.17919999999999997,0.19099999999999998,0.22299999999999998,0.11615236005033548,1,3,3,0.86,0.1286089238845145,669337841565.6959,15964.35981231229,168210557042.688,12074978.304,584064434176.0,DZ,0.288,0.165991902834008
Algeria,2019,DZA,-0.21630206021136975,-0.2168161109207187,0.295,99.705,0.295,0.692,34.126,0.7132687756766039,-0.23565054911358885,-0.8081317929696336,-0.4550836628702552,0.834,0.012,0.0,-0.5840237553748975,0.288,0.247,0.146,0.097,0.118,0.27666666666666667,0.21459999999999999,0.149,0.177,0.12976565443510646,1,4,4,0.846,-0.016279069767441867,694318342209.536,16258.337293245824,174022014402.56,12598084.74,589905133568.0,DZ,0.295,0.02430555555555558
Algeria,2020,DZA,-0.22473379375130845,-0.21387308964689827,0.3,99.7,0.3,0.235,32.659,0.71620237731329,-0.23759655033743143,-0.8267387688047143,-0.4558602793515465,0.846,0.013,0.0,-0.6026930342607213,0.295,0.288,0.247,0.146,0.097,0.29433333333333334,0.2552,0.05299999999999999,0.20299999999999999,0.13056669292976888,1,5,5,0.859,0.015366430260047359,648831281790.9761,14932.252584434184,167945974579.19998,13035500.4,559819915264.0,DZ,0.3,0.016949152542372836
